gene_name	log2(fold_change)	p_value
Tasp1	-1,61991	5,00E-05
H	-1,62055	5,00E-05
Cap-G	-1,62117	5,00E-05
Nup50	-1,62148	5,00E-05
U4-U6-60K	-1,62173	5,00E-05
CG9302	-1,6236	5,00E-05
CG3605	-1,62373	5,00E-05
nmdyn-D6	-1,62458	0,0003
Cpsf100	-1,62484	5,00E-05
dgt1	-1,62493	5,00E-05
SMC5	-1,62566	5,00E-05
CG43295	-1,62567	0,00315
Arl5	-1,627	5,00E-05
CG2091	-1,62701	5,00E-05
Ptp61F	-1,62714	5,00E-05
Ice2	-1,62834	5,00E-05
CG11593	-1,62995	5,00E-05
mus201	-1,63042	5,00E-05
gus	-1,63085	5,00E-05
endos	-1,63148	5,00E-05
Sgf11	-1,63206	5,00E-05
CG4911	-1,63295	5,00E-05
fz	-1,63367	5,00E-05
CG34015	-1,63459	5,00E-05
gd	-1,63651	0,0004
CG14894	-1,63671	5,00E-05
Rpn11	-1,63777	5,00E-05
CG16700,CG4991	-1,63811	5,00E-05
CG2371	-1,64037	5,00E-05
gkt	-1,64089	5,00E-05
dbe	-1,6425	5,00E-05
Usp5	-1,64276	5,00E-05
CG17202	-1,64276	5,00E-05
Bap55	-1,64277	5,00E-05
CG14803	-1,64304	0,0001
BCAS2	-1,64511	5,00E-05
RhoGAP54D	-1,64632	5,00E-05
CG6961	-1,64712	5,00E-05
Drep1	-1,64739	5,00E-05
CG8892	-1,64881	5,00E-05
Ublcp1	-1,65115	0,00035
Sld5	-1,65116	5,00E-05
CG5757	-1,65124	5,00E-05
CG13484	-1,65222	0,0195
Fadd	-1,65471	0,0142
Ada2b	-1,6552	5,00E-05
CG13096	-1,65535	5,00E-05
SKIP	-1,65611	5,00E-05
CG16892	-1,65623	0,0012
CG14882	-1,65665	0,0013
CR43809	-1,65742	5,00E-05
CG8460	-1,65992	5,00E-05
CG7544	-1,66147	5,00E-05
CR45778	-1,66152	0,0323
okr	-1,66168	5,00E-05
CG1890,CG1896	-1,66215	0,00895
mRpS18A	-1,66246	5,00E-05
nonA-l	-1,66252	5,00E-05
Use1	-1,66271	5,00E-05
MED4	-1,66363	5,00E-05
CG7818	-1,66437	5,00E-05
Ipk2	-1,66572	5,00E-05
Cpsf73	-1,6658	5,00E-05
CG2931	-1,6666	5,00E-05
CG45544	-1,66693	0,01875
CG12713	-1,66757	0,0041
CG14218	-1,66774	0,00175
CG18004	-1,66893	5,00E-05
CG15362	-1,67015	5,00E-05
CG12818	-1,67128	5,00E-05
kin17	-1,67264	5,00E-05
Nup37	-1,67266	5,00E-05
CG6404	-1,67375	5,00E-05
tej	-1,67388	5,00E-05
Parg	-1,67412	5,00E-05
CG3226	-1,67474	5,00E-05
QC	-1,67574	5,00E-05
RanBP3	-1,67693	0,0007
CG4300	-1,67757	5,00E-05
Snr1	-1,67884	5,00E-05
polybromo	-1,67894	5,00E-05
l(2)05714	-1,6794	5,00E-05
Taf8	-1,6797	5,00E-05
CG15014	-1,67978	5,00E-05
CG14464	-1,68039	5,00E-05
CG8159	-1,68069	0,0004
SMC1	-1,68079	5,00E-05
Etl1	-1,68088	5,00E-05
fy	-1,68196	5,00E-05
CG34001,hay	-1,68272	0,0001
CG3857	-1,68464	5,00E-05
Nop60B	-1,68601	5,00E-05
Poc1	-1,68639	5,00E-05
DNApol-eta	-1,68826	5,00E-05
mxc	-1,68864	5,00E-05
CG14749	-1,68955	5,00E-05
CG4282	-1,69038	5,00E-05
Rrp45	-1,69189	5,00E-05
Sirt7	-1,69342	5,00E-05
CG1503	-1,69363	0,0114
pygo	-1,69469	5,00E-05
CG18764	-1,69566	5,00E-05
Sem1	-1,6958	5,00E-05
CG10055	-1,70261	5,00E-05
CR43651	-1,70412	5,00E-05
CG17186	-1,70436	5,00E-05
CR45445	-1,7044	0,0011
CG10324	-1,70535	0,0003
CR44155	-1,70613	5,00E-05
Cdc23	-1,70672	0,0003
CG44385,Klp10A	-1,70694	5,00E-05
CG2023	-1,70782	5,00E-05
CG3085	-1,70856	0,0008
Pp4-19C	-1,70894	5,00E-05
CG7650	-1,70896	0,0002
pea	-1,70977	5,00E-05
uri	-1,71019	5,00E-05
CG6693	-1,7113	5,00E-05
Grip128	-1,71318	5,00E-05
CG30105	-1,71381	0,00125
CG11367	-1,71408	0,00075
CG4332	-1,71425	5,00E-05
ncm	-1,71473	5,00E-05
Src64B	-1,71523	5,00E-05
rpk	-1,71591	5,00E-05
CG18278	-1,71734	0,0001
D1	-1,71917	5,00E-05
srl	-1,72013	5,00E-05
Nufip	-1,72081	5,00E-05
dUTPase	-1,72229	5,00E-05
CG7504	-1,72283	0,0001
CG3394	-1,72334	5,00E-05
CG2924	-1,72334	5,00E-05
Zw10	-1,72337	5,00E-05
Ets97D	-1,72611	5,00E-05
wek	-1,72633	5,00E-05
CG8833	-1,72659	5,00E-05
rept	-1,72671	5,00E-05
boi	-1,72821	5,00E-05
Aven	-1,7291	5,00E-05
CG32625	-1,73016	5,00E-05
Art4	-1,73085	0,0015
CG13197	-1,73229	5,00E-05
Taf7	-1,73347	0,0017
Ndc1	-1,73548	5,00E-05
Mlh1	-1,73595	0,00025
CG4511	-1,73607	5,00E-05
CG16865	-1,73668	5,00E-05
CG11307	-1,73669	5,00E-05
Ice1	-1,73833	0,0002
l(2)k10201	-1,73875	5,00E-05
CG5026	-1,74023	5,00E-05
spn-F	-1,74079	5,00E-05
CG17163	-1,7418	5,00E-05
MED21	-1,74274	0,00275
CG1749	-1,744	5,00E-05
CG5516	-1,74408	5,00E-05
arx	-1,74491	5,00E-05
CG7706	-1,74582	5,00E-05
CG4408	-1,74706	5,00E-05
dgrn	-1,74814	5,00E-05
Hira	-1,74837	5,00E-05
CG7384	-1,74953	5,00E-05
Pcl	-1,74995	5,00E-05
BthD	-1,74998	5,00E-05
MED20	-1,75053	5,00E-05
CG2982	-1,7534	5,00E-05
sti	-1,75389	5,00E-05
NiPp1	-1,75501	5,00E-05
CG3457	-1,75545	5,00E-05
Pxt	-1,75556	5,00E-05
Brca2	-1,75623	5,00E-05
CG3402	-1,75715	5,00E-05
CG9272	-1,75858	5,00E-05
CG7326	-1,75923	5,00E-05
CG8152	-1,75981	5,00E-05
ago	-1,76014	5,00E-05
AGO3	-1,76025	5,00E-05
CG33331,CG33332	-1,76092	5,00E-05
CG4593	-1,76228	5,00E-05
CG14711	-1,76496	5,00E-05
ldbr	-1,76667	0,0001
nAChRalpha4	-1,76699	5,00E-05
His2Av	-1,76706	5,00E-05
ranshi	-1,7714	0,00015
CG6833	-1,7718	0,00145
Nup43	-1,7724	5,00E-05
D12	-1,77587	5,00E-05
chm	-1,77678	5,00E-05
CG31109	-1,7774	5,00E-05
spn-E	-1,77754	5,00E-05
Mat1	-1,7786	5,00E-05
CG4949	-1,77865	5,00E-05
Grip71	-1,77918	0,00765
x16	-1,77954	5,00E-05
otu	-1,77954	5,00E-05
CG44002	-1,78006	0,0002
CG3437,phol	-1,78065	5,00E-05
az2	-1,78536	5,00E-05
CG3995	-1,78602	5,00E-05
Oseg6	-1,78774	5,00E-05
CG2247	-1,78868	5,00E-05
Haspin	-1,78933	5,00E-05
CG12659	-1,78958	5,00E-05
CG13280,Cas	-1,78992	5,00E-05
msl-3	-1,79135	0,00095
TfIIFbeta	-1,79187	5,00E-05
CG11523	-1,79285	5,00E-05
APC4	-1,79288	5,00E-05
Oseg1	-1,79467	0,0001
sced	-1,79512	5,00E-05
Mtor	-1,79688	5,00E-05
CG12253	-1,79788	5,00E-05
CG11825	-1,79825	0,0001
CG17328	-1,79871	0,0008
CR43432	-1,79927	0,00875
l(2)35Bd	-1,79993	5,00E-05
CG8273	-1,80229	5,00E-05
Ssdp	-1,80395	5,00E-05
msi	-1,8053	5,00E-05
CG12883	-1,80725	5,00E-05
Nmt	-1,80791	5,00E-05
vih	-1,80794	5,00E-05
Syx18	-1,80891	5,00E-05
CG11398	-1,80944	5,00E-05
CG7837	-1,81002	5,00E-05
mael	-1,81031	5,00E-05
CR46097	-1,81158	5,00E-05
CG8319	-1,81177	5,00E-05
CG3038	-1,81238	5,00E-05
Su(var)3-3	-1,81339	5,00E-05
jnj	-1,81375	5,00E-05
sn	-1,81382	5,00E-05
CG8097	-1,81427	5,00E-05
rhi	-1,81632	5,00E-05
Cdk8	-1,82014	5,00E-05
CG14074	-1,82049	5,00E-05
Art1	-1,82053	5,00E-05
CG7457	-1,82074	0,0205
pch2	-1,821	5,00E-05
ida	-1,82238	5,00E-05
slam	-1,82246	5,00E-05
Non2	-1,82389	5,00E-05
CG31251	-1,82425	0,0001
Kdm4A	-1,82673	5,00E-05
CG7357	-1,8275	5,00E-05
fu2	-1,82893	5,00E-05
CG12112	-1,82984	5,00E-05
cnir	-1,82998	5,00E-05
Slmap	-1,83104	5,00E-05
26-29-p	-1,83232	5,00E-05
CG11906	-1,83562	5,00E-05
mei-P22	-1,8369	0,00305
CG42232	-1,83693	5,00E-05
CG44005	-1,8372	5,00E-05
CG6685	-1,83839	5,00E-05
Osi2	-1,83866	0,0057
CG9870	-1,83892	0,0001
CG2662	-1,83933	5,00E-05
CG6683	-1,83985	0,00295
jumu	-1,83993	5,00E-05
spag	-1,84076	5,00E-05
CG7857	-1,843	0,0001
CG15436	-1,84511	5,00E-05
tef	-1,84608	0,00085
BCL7-like	-1,84646	0,0059
CG5886	-1,84884	5,00E-05
CG3773	-1,84985	0,00555
not	-1,85077	5,00E-05
CG6425	-1,85085	5,00E-05
SelD	-1,85128	5,00E-05
CG13344	-1,85297	5,00E-05
BubR1	-1,85358	5,00E-05
CG14712	-1,85367	5,00E-05
Neos	-1,8554	5,00E-05
HIP	-1,85609	5,00E-05
CG11382	-1,85618	0,00805
CG33156	-1,85633	5,00E-05
esc	-1,85685	0,0196
Cpr72Ec	-1,85698	5,00E-05
HDAC1	-1,85753	5,00E-05
CG3548	-1,85827	5,00E-05
Bub3	-1,86071	5,00E-05
Ssrp	-1,86109	5,00E-05
CG1738	-1,86134	5,00E-05
cutlet	-1,86146	5,00E-05
CG11403	-1,86213	5,00E-05
zuc	-1,86287	5,00E-05
CG3032	-1,86438	0,00015
TfIIFalpha	-1,86716	5,00E-05
CG6937	-1,86883	5,00E-05
Clp	-1,86928	5,00E-05
twin	-1,87194	5,00E-05
CG15877	-1,87279	5,00E-05
CG32452	-1,87441	5,00E-05
Hexim	-1,87458	5,00E-05
CG5872	-1,87499	5,00E-05
gwl	-1,87622	5,00E-05
CG13366	-1,87704	5,00E-05
CG17078	-1,88023	5,00E-05
CG9548	-1,88034	0,0001
CG9754	-1,88049	0,0019
CG6066	-1,88207	5,00E-05
CG30440	-1,88312	5,00E-05
Rrp1	-1,88371	5,00E-05
SmF	-1,88581	5,00E-05
Nse4	-1,88758	5,00E-05
Nnf1b	-1,88847	5,00E-05
nxf2	-1,89077	5,00E-05
holn1	-1,89211	5,00E-05
CG11882	-1,8925	5,00E-05
CG17612	-1,89347	5,00E-05
Hmr	-1,89423	5,00E-05
lin-52	-1,89679	5,00E-05
rod	-1,89862	5,00E-05
l(2)35Cc	-1,89925	0,0087
Rpb7	-1,89952	5,00E-05
grp,squ	-1,90098	5,00E-05
PIG-C	-1,90237	5,00E-05
mus101	-1,90288	5,00E-05
vfl	-1,90399	5,00E-05
nesd	-1,9042	5,00E-05
CG12942	-1,90433	5,00E-05
exu	-1,90517	0,0001
NC2alpha	-1,90922	5,00E-05
IntS12	-1,91122	5,00E-05
CG12391	-1,91149	5,00E-05
Rif1	-1,91168	5,00E-05
Ts	-1,91236	0,0236
CG9922	-1,91282	5,00E-05
CG11839	-1,91638	5,00E-05
neb	-1,91779	0,00865
CG1663	-1,91783	5,00E-05
CG4730	-1,91955	5,00E-05
Snm1	-1,92067	0,0003
CG4936	-1,92196	5,00E-05
mst	-1,92358	5,00E-05
Pnn	-1,92396	5,00E-05
CG17359	-1,92421	5,00E-05
Fip1	-1,92443	5,00E-05
CG34008	-1,93171	0,0113
CG8435	-1,93328	5,00E-05
nos	-1,93338	0,0038
Uch	-1,93447	5,00E-05
mi	-1,93555	5,00E-05
CG11788	-1,93961	0,0027
Aos1	-1,93978	5,00E-05
bip1	-1,94005	5,00E-05
CG8142	-1,94031	5,00E-05
CG4935	-1,94324	5,00E-05
CG10959	-1,9448	5,00E-05
Orc4	-1,9459	5,00E-05
CG8441	-1,94779	5,00E-05
HP4	-1,94844	5,00E-05
CG6843	-1,94868	5,00E-05
Marcal1	-1,94969	5,00E-05
Rab23	-1,94985	5,00E-05
CG2865	-1,95035	5,00E-05
CG31957	-1,95069	5,00E-05
Tbp	-1,95097	0,00045
wun2	-1,95276	5,00E-05
brat	-1,95439	5,00E-05
CG31279	-1,9558	0,00495
asl	-1,9565	5,00E-05
Su(var)3-7	-1,95736	5,00E-05
dmt	-1,95755	0,00035
CG34174	-1,95869	0,001
CG13380,CG4174	-1,96443	0,0002
CG5235	-1,9657	5,00E-05
sle	-1,96604	5,00E-05
CG1239	-1,96726	5,00E-05
CG10395	-1,96783	5,00E-05
barr	-1,96855	5,00E-05
Cen	-1,96901	5,00E-05
rdx	-1,97018	5,00E-05
CG8679	-1,97269	5,00E-05
CG8915	-1,97377	0,0213
CG4676	-1,97538	0,00015
fs(2)ltoPP43	-1,97552	5,00E-05
Det	-1,97824	5,00E-05
spt4	-1,98268	0,0002
Set	-1,98377	5,00E-05
l(2)dtl	-1,98455	5,00E-05
mol	-1,98502	5,00E-05
APC7	-1,98505	5,00E-05
MED22	-1,98518	5,00E-05
CG8223	-1,98582	5,00E-05
Mos	-1,9859	0,0002
Slbp	-1,98637	5,00E-05
jigr1	-1,98827	5,00E-05
CG12948,CG34409	-1,98837	5,00E-05
CG5199	-1,98876	5,00E-05
CG7154	-1,98922	5,00E-05
TAF1B	-1,98927	5,00E-05
Dronc	-1,9921	5,00E-05
Mis12	-1,99329	5,00E-05
CG31457	-1,99509	5,00E-05
Cenp-C	-2,00064	5,00E-05
Phf7	-2,00067	5,00E-05
RfC4	-2,00114	5,00E-05
Psf1	-2,00127	5,00E-05
CG15107	-2,00133	5,00E-05
CG11836	-2,00269	5,00E-05
CG12288,CG31805	-2,00525	0,00085
CG3408	-2,00623	5,00E-05
CG3812	-2,0069	5,00E-05
CR45923	-2,00704	0,0002
CG6540	-2,00831	5,00E-05
Gem2	-2,00903	5,00E-05
geminin	-2,01098	5,00E-05
Mcm3	-2,01163	5,00E-05
CG8924	-2,01393	5,00E-05
CG3919	-2,01845	5,00E-05
Smn	-2,02102	5,00E-05
CG4476	-2,0219	5,00E-05
bam	-2,02241	0,0006
CG10445	-2,02625	5,00E-05
Pym,bgcn	-2,03022	5,00E-05
Set8	-2,03158	5,00E-05
AttD	-2,03222	0,0114
smg	-2,03435	5,00E-05
Ripalpha	-2,03558	5,00E-05
CG11760,CG8116	-2,0387	5,00E-05
CG31365	-2,0397	5,00E-05
Nup54	-2,0408	5,00E-05
CG1218	-2,04306	5,00E-05
CG31139,rumi	-2,04396	5,00E-05
CG4788	-2,04599	0,0061
CG15820	-2,04906	5,00E-05
CG9609	-2,0493	5,00E-05
tan	-2,05252	5,00E-05
dgt6	-2,05267	5,00E-05
DNApol-epsilon255	-2,053	5,00E-05
Ctf4	-2,0546	5,00E-05
stil	-2,05471	5,00E-05
glu	-2,05767	5,00E-05
CG6479	-2,05829	5,00E-05
CG30467	-2,05922	5,00E-05
MAGE	-2,06217	5,00E-05
Gem3	-2,06823	5,00E-05
Kebab	-2,06943	5,00E-05
CG4449	-2,07692	5,00E-05
Gnf1	-2,08083	5,00E-05
Df31	-2,0825	5,00E-05
mei-S332	-2,08277	0,00145
CG5245	-2,08537	0,0002
ncd	-2,08612	5,00E-05
CycA	-2,08946	5,00E-05
vret	-2,09535	5,00E-05
CG8089	-2,09753	5,00E-05
Uch-L5	-2,09931	5,00E-05
Fs(2)Ket	-2,1002	5,00E-05
Mcm6	-2,10084	5,00E-05
CG14710	-2,10196	5,00E-05
CG12795	-2,10279	5,00E-05
HmgD	-2,10507	5,00E-05
RnrS	-2,10823	5,00E-05
O-fut1	-2,10883	5,00E-05
Map60	-2,11133	0,0147
CG14561	-2,11206	5,00E-05
DNApol-alpha180	-2,1146	5,00E-05
CG13625	-2,11664	5,00E-05
rig	-2,11762	5,00E-05
Mcm7	-2,11862	5,00E-05
scra	-2,12334	5,00E-05
CG2051	-2,12356	5,00E-05
RfC38	-2,12493	5,00E-05
Chrac-14	-2,12598	5,00E-05
CG15387	-2,12698	5,00E-05
CG10222	-2,12902	5,00E-05
wech	-2,12973	5,00E-05
CG30377	-2,13192	5,00E-05
CG31898	-2,13326	0,00035
CG10880	-2,13385	5,00E-05
CG4842	-2,13542	5,00E-05
polo	-2,13854	5,00E-05
CG8490	-2,13906	5,00E-05
DNA-ligI	-2,14166	5,00E-05
CG5808	-2,14326	5,00E-05
SAK	-2,14467	5,00E-05
cal1	-2,14594	0,00045
CG7101	-2,14854	5,00E-05
E2f2	-2,15539	5,00E-05
ball	-2,15567	5,00E-05
swa	-2,1557	5,00E-05
CG15435	-2,1605	5,00E-05
icln	-2,16106	5,00E-05
thoc6	-2,16193	0,00065
CG10265	-2,16392	5,00E-05
yem	-2,16571	5,00E-05
Larp7	-2,16715	5,00E-05
Imp	-2,1679	5,00E-05
CR43309	-2,17034	5,00E-05
mus304	-2,17168	5,00E-05
Kmn1	-2,17318	0,0044
wisp	-2,17397	5,00E-05
CG5780	-2,17583	0,0155
RfC3	-2,17694	5,00E-05
CG8420	-2,17863	5,00E-05
CG2694	-2,18138	5,00E-05
PCNA	-2,18206	5,00E-05
Sws1	-2,18479	5,00E-05
CG12018	-2,1902	5,00E-05
Gen	-2,19091	0,00115
CG14965	-2,19162	5,00E-05
dgt5	-2,19332	0,0013
RanGAP	-2,19455	5,00E-05
E(var)3-9	-2,19623	5,00E-05
Pbp95	-2,19876	0,01405
CG5144	-2,20246	0,0022
Klp61F	-2,20617	5,00E-05
dgt3	-2,21038	5,00E-05
dpa	-2,21182	5,00E-05
elg1	-2,21836	5,00E-05
lds	-2,22261	5,00E-05
CG7593	-2,22274	5,00E-05
CG6967	-2,22279	0,00225
trem	-2,22337	5,00E-05
nod	-2,22364	0,00015
CG17018	-2,22716	5,00E-05
Rad17	-2,22723	5,00E-05
aurA	-2,22898	0,00035
CR43626	-2,23526	0,0021
CG7744	-2,23944	5,00E-05
nopo	-2,24054	5,00E-05
spd-2	-2,24103	5,00E-05
Mps1	-2,24978	0,00225
CG9926	-2,25148	5,00E-05
msd5	-2,25547	5,00E-05
tos	-2,25699	5,00E-05
alphaTub67C	-2,25709	5,00E-05
pav	-2,25933	5,00E-05
CG34308,timeout	-2,26024	5,00E-05
cav	-2,26114	5,00E-05
Mcm5	-2,26193	5,00E-05
Ote	-2,26242	5,00E-05
BicC,CG45084	-2,26368	5,00E-05
Msh6	-2,26371	5,00E-05
RPA2	-2,26392	5,00E-05
CG3323	-2,26448	5,00E-05
CG7372	-2,26682	5,00E-05
Pol32	-2,27087	5,00E-05
wus	-2,27097	5,00E-05
Apc2	-2,27108	5,00E-05
fs(1)Ya	-2,27132	5,00E-05
muskelin	-2,27243	5,00E-05
CBP	-2,27787	0,00845
CG8712	-2,2837	5,00E-05
CR43837	-2,28613	5,00E-05
pgc	-2,29165	5,00E-05
CG4854	-2,29375	0,00025
asf1	-2,29412	5,00E-05
CG7840	-2,30021	5,00E-05
CG13373	-2,30206	5,00E-05
CG10336	-2,30391	0,0023
aurB	-2,30564	5,00E-05
gnu	-2,30657	5,00E-05
Sirt6	-2,30924	5,00E-05
CR46096	-2,31127	5,00E-05
stg	-2,3133	5,00E-05
CycB	-2,31434	5,00E-05
Incenp	-2,31505	5,00E-05
Mcm2	-2,32025	5,00E-05
Nuf2	-2,32345	5,00E-05
dup	-2,32648	5,00E-05
png	-2,32909	5,00E-05
dnk	-2,33051	5,00E-05
CG8478	-2,33242	5,00E-05
CG13025	-2,33385	0,00165
bcd	-2,33504	5,00E-05
Cap-D2	-2,33664	5,00E-05
Rbf2	-2,33813	0,00045
Zwilch	-2,34056	5,00E-05
HipHop	-2,34195	5,00E-05
tral	-2,34285	5,00E-05
CDC45L	-2,34327	0,00155
mars	-2,3439	5,00E-05
WRNexo	-2,34603	5,00E-05
Crg-1	-2,34613	0,019
me31B	-2,34877	5,00E-05
Pms2	-2,34954	5,00E-05
CG18528	-2,35277	5,00E-05
Blm	-2,35384	5,00E-05
sip2	-2,35385	5,00E-05
CG3430	-2,35506	5,00E-05
CG12702	-2,35587	0,0072
Drep2	-2,35779	5,00E-05
tor	-2,35995	5,00E-05
Elba2	-2,36065	5,00E-05
Mink,Trf4-2	-2,361	5,00E-05
gammaTub37C	-2,36171	5,00E-05
pie	-2,36259	5,00E-05
Sas-4	-2,3729	5,00E-05
Cdk2	-2,3758	5,00E-05
CG4570	-2,37653	5,00E-05
spn-D	-2,38104	5,00E-05
CG2990	-2,38193	5,00E-05
Fancd2	-2,38409	5,00E-05
thr	-2,3845	5,00E-05
Pen	-2,38541	5,00E-05
CG6927	-2,38638	5,00E-05
RecQ4	-2,38675	5,00E-05
Fen1	-2,38763	5,00E-05
plu	-2,39253	5,00E-05
CG9135	-2,39298	5,00E-05
tum	-2,3932	5,00E-05
sub	-2,39524	5,00E-05
nmdyn-D7	-2,39765	5,00E-05
hdc	-2,40132	5,00E-05
Sept5	-2,40155	5,00E-05
CG13599	-2,40667	5,00E-05
DNApol-delta	-2,4069	5,00E-05
CycE	-2,40922	5,00E-05
CG14814	-2,41082	5,00E-05
hd	-2,41301	5,00E-05
Cdk1	-2,41348	5,00E-05
CG33213	-2,41762	0,00145
CG3238	-2,41807	5,00E-05
Rh3	-2,41979	5,00E-05
SMC2	-2,41991	5,00E-05
Cyp6a19	-2,42076	0,0037
Acf	-2,42735	5,00E-05
mus81	-2,42741	5,00E-05
Orc5	-2,42859	5,00E-05
CG8180	-2,42913	5,00E-05
RnrL	-2,43288	5,00E-05
CG17361	-2,43306	5,00E-05
borr	-2,43353	5,00E-05
DNApol-epsilon58	-2,43695	5,00E-05
CG4880	-2,43888	5,00E-05
Ada	-2,43923	5,00E-05
CG14036	-2,43938	5,00E-05
asp	-2,44071	5,00E-05
qua	-2,45564	5,00E-05
ana2	-2,45721	0,003
Kmn2	-2,45888	0,00885
Klp3A	-2,46152	5,00E-05
ana3	-2,46158	5,00E-05
Drsl2	-2,46161	0,01
feo	-2,46268	5,00E-05
CG7208	-2,46747	0,0016
Cks30A	-2,46791	5,00E-05
Sse	-2,46861	0,0228
Jabba	-2,48215	5,00E-05
CycB3	-2,4848	5,00E-05
CG8173	-2,48815	5,00E-05
pim	-2,48852	5,00E-05
Chrac-16	-2,48875	0,0037
CR44966	-2,48882	0,00195
mh	-2,48935	5,00E-05
CG14931	-2,4906	5,00E-05
mdlc	-2,50417	5,00E-05
mus301	-2,50957	5,00E-05
Rad51D	-2,5108	0,0029
DNApol-alpha60	-2,51581	5,00E-05
Spindly	-2,51959	5,00E-05
Rca1	-2,51979	5,00E-05
mei-38	-2,52991	5,00E-05
CG34315,lat	-2,53481	5,00E-05
dah	-2,53684	5,00E-05
msb1l	-2,53798	5,00E-05
CG9641	-2,54084	5,00E-05
Spc105R	-2,54265	5,00E-05
CG11164	-2,54666	5,00E-05
CG8526	-2,55091	0,0001
DNApol-alpha73	-2,55209	5,00E-05
CG5194	-2,55336	5,00E-05
Cwc25	-2,56026	0,01215
Klp67A	-2,56294	5,00E-05
Orc6	-2,56755	0,0001
LysX	-2,57112	0,00065
CG12708	-2,58419	5,00E-05
Caf1-180	-2,59221	5,00E-05
twe	-2,59291	5,00E-05
Nse1	-2,59534	5,00E-05
CG4586	-2,5961	5,00E-05
krimp	-2,6022	5,00E-05
cort	-2,62458	0,00325
bora	-2,63084	5,00E-05
Orc1	-2,63607	5,00E-05
CG5359	-2,64056	5,00E-05
Chd3	-2,6406	5,00E-05
fzy	-2,64412	0,00045
insv	-2,65392	5,00E-05
Hsp26	-2,65809	5,00E-05
mad2	-2,66641	0,0003
BigH1	-2,67472	5,00E-05
Spc25	-2,67886	0,0005
msd1	-2,69629	5,00E-05
Caf1-105	-2,69645	5,00E-05
CG7730	-2,69835	5,00E-05
Sas-6	-2,71077	5,00E-05
cmet	-2,71876	5,00E-05
cid	-2,72698	5,00E-05
CG15047	-2,72963	0,03215
CG13690	-2,73509	0,0001
Mcm10	-2,77063	5,00E-05
Ndc80	-2,77129	5,00E-05
Nek2	-2,79527	5,00E-05
CG18586,CG5568	-2,80868	5,00E-05
mtrm	-2,81611	0,0001
CR45433	-2,81859	0,0003
CG13947	-2,83218	5,00E-05
dhd	-2,83553	5,00E-05
sofe	-2,84781	5,00E-05
CG17658	-2,85897	0,0136
Claspin	-2,86247	5,00E-05
CG18190	-2,8912	5,00E-05
CR43857,mir-275	-2,92589	5,00E-05
Ipod	-3,01354	0,00455
mms4	-3,16688	0,02975
CR45456	-3,17633	0,02835
CG13427	-3,19493	0,02895
CG17005	-3,21365	5,00E-05
Hsp27	-3,25355	5,00E-05
Rh4	-3,37427	5,00E-05
His1:CG33801	-3,44587	0,0215
CR45631	-3,4959	0,00015
CG15646	-3,60499	0,0112
Cp19	-3,79035	0,00245
Femcoat	-4,14949	0,0276
Cp15	-4,36281	5,00E-05
